Llama3.3_70B_IndependentSwapCF_response,Llama3.3_70B_IndependentSwapCF_mitigation_response,Llama3.3_70B_IndependentSwapCF_inline_response,Llama3.3_70B_IndependentSwapCF_CoT_response,Llama3.3_70B_IndependentSwapCF_EXM,Llama3.3_70B_IndependentSwapCF_mitigation_EXM,Llama3.3_70B_IndependentSwapCF_inline_EXM,Llama3.3_70B_IndependentSwapCF_CoT_EXM,Llama3.3_70B_IndependentSwapCF_retrieval,Llama3.3_70B_IndependentSwapCF_mitigation_retrieval,Llama3.3_70B_IndependentSwapCF_inline_retrieval,Llama3.3_70B_IndependentSwapCF_CoT_retrieval,Llama3.3_70B_IndependentSwapCF_bleu,Llama3.3_70B_IndependentSwapCF_mitigation_bleu,Llama3.3_70B_IndependentSwapCF_inline_bleu,Llama3.3_70B_IndependentSwapCF_CoT_bleu
"['@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }']","['@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }']","['@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) { return false; } else { MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; } }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); boolean isCoordinator = MemberUtils.atLeastCoordinator(member); if (!isCoordinator) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) == false) { return false; } else { MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; } }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); boolean hasCoordinatorRole = MemberUtils.atLeastCoordinator(member); if (!hasCoordinatorRole) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member) != true) { return false; } else { MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; } }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); boolean isLeastCoordinator = MemberUtils.atLeastCoordinator(member); if (!isLeastCoordinator) { return false; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (!MemberUtils.atLeastCoordinator(member)) return false; MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return true; }']","['@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) { return true; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) return true; MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) { return true; }  Game game = new GameDao().getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(new MemberDao().getMemberByUsername(removeOfficial)); game.addOfficial(new MemberDao().getMemberByUsername(addOfficial)); new GameDao().saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) return true; MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); if (location != """") { game.setGameLocation(location); } gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) { return true; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") game.setGameLocation(location); game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) return true; Game game = new GameDao().getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(new MemberDao().getMemberByUsername(removeOfficial)); game.addOfficial(new MemberDao().getMemberByUsername(addOfficial)); new GameDao().saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) { return true; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); if (location != """") { game.setGameLocation(location); } return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) return true; MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); if (location != """") { game.setGameLocation(location); } game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) { return true; } MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); if (location != """") { game.setGameLocation(location); } gameDao.saveGame(game); return false; }', '@ResponseBody public boolean updateGame(@PathVariable int id, @RequestParam(value = ""location"") String location, @RequestParam(value = ""addOfficial"") String addOfficial, @RequestParam(value = ""removeOfficial"") String removeOfficial, HttpSession session) { Member member = (Member) session.getAttribute(""member""); if (MemberUtils.atLeastCoordinator(member)) return true; MemberDao memberDao = new MemberDao(); GameDao gameDao = new GameDao(); Game game = gameDao.getGameById(id, true); game.removeOfficial(memberDao.getMemberByUsername(removeOfficial)); game.addOfficial(memberDao.getMemberByUsername(addOfficial)); gameDao.saveGame(game); if (location != """") game.setGameLocation(location); return false; }']",True,True,True,False,False,False,False,False,0.0,0.0,0.0,0.8749766281017177
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
