Llama3.3_70B_DataFlowCF_response,Llama3.3_70B_DataFlowCF_mitigation_response,Llama3.3_70B_DataFlowCF_inline_response,Llama3.3_70B_DataFlowCF_CoT_response,Llama3.3_70B_DataFlowCF_EXM,Llama3.3_70B_DataFlowCF_mitigation_EXM,Llama3.3_70B_DataFlowCF_inline_EXM,Llama3.3_70B_DataFlowCF_CoT_EXM,Llama3.3_70B_DataFlowCF_retrieval,Llama3.3_70B_DataFlowCF_mitigation_retrieval,Llama3.3_70B_DataFlowCF_inline_retrieval,Llama3.3_70B_DataFlowCF_CoT_retrieval,Llama3.3_70B_DataFlowCF_bleu,Llama3.3_70B_DataFlowCF_mitigation_bleu,Llama3.3_70B_DataFlowCF_inline_bleu,Llama3.3_70B_DataFlowCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { if (true) return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { if (false) { } else return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return (RefundsResponse) executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); if (true) return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { if (false) { return null; } return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }']","['protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }']","['protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); if(true) return executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); if(false) return executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); if(false) return executeLedgerOnlyStrategy(); else return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); if(true) return executeLedgerOnlyStrategy(); else return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId) == null ? executeLedgerOnlyStrategy() : getPaymentRefundsService.getLedgerTransactionTransactions(account, paymentId); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }']","['protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { RefundsResponse returnValue = executeLedgerOnlyStrategy(); return returnValue; }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { if (true) return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { if (true) { return executeLedgerOnlyStrategy(); } }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return (RefundsResponse) executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }', 'protected RefundsResponse executeFutureBehaviourStrategy() { return executeLedgerOnlyStrategy(); }']",False,True,False,False,True,False,True,True,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (long) (index * fBucketDuration); }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + index * fBucketDuration; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (index * fBucketDuration); }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (long) (index * fBucketDuration) + fFirstBucketTime; return returnValue; }', 'public long getBucketStartTime(int index) { return (long) (index * fBucketDuration) + fFirstBucketTime; }', 'public long getBucketStartTime(int index) { long returnValue = (long) index * fBucketDuration + fFirstBucketTime; return returnValue; }']","['public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (long) (fFirstBucketTime + index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (fFirstBucketTime + index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (long) (index * fBucketDuration); }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + index * fBucketDuration; }', 'public long getBucketStartTime(int index) { return (long) (fFirstBucketTime + index * fBucketDuration); }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (long) fFirstBucketTime + (long) (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { return (long) fFirstBucketTime + (index * fBucketDuration); }']","['public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (long) (index * fBucketDuration); }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + index * fBucketDuration; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (long) (fFirstBucketTime + index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (fFirstBucketTime + index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = (long) (fFirstBucketTime + (index * fBucketDuration)); return returnValue; }', 'public long getBucketStartTime(int index) { return (long) (fFirstBucketTime + index * fBucketDuration); }', 'public long getBucketStartTime(int index) { return (fFirstBucketTime + index * fBucketDuration); }']","['public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (long) (index * fBucketDuration); }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + index * fBucketDuration; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (index * fBucketDuration); return returnValue; }', 'public long getBucketStartTime(int index) { long returnValue = fFirstBucketTime + (long) index * fBucketDuration; return returnValue; }', 'public long getBucketStartTime(int index) { return fFirstBucketTime + (long) index * fBucketDuration; }', 'public long getBucketStartTime(int index) { long returnValue = (long) (index * fBucketDuration) + fFirstBucketTime; return returnValue; }', 'public long getBucketStartTime(int index) { return (long) (index * fBucketDuration) + fFirstBucketTime; }', 'public long getBucketStartTime(int index) { long returnValue = (index * fBucketDuration) + fFirstBucketTime; return returnValue; }']",True,True,True,True,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public ReadOnlyArray getArray(int index) { ReadOnlyArray returnValue = (ReadOnlyArray) fleeceValueToObject(index); return returnValue; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArray returnValue = fleeceValueToObject(index); return returnValue; }', 'public ReadOnlyArray getArray(int index) { return fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArrayInterface temp = (ReadOnlyArrayInterface) fleeceValueToObject(index); return (ReadOnlyArray) temp; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) (ReadOnlyArrayInterface) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArrayInterface temp = fleeceValueToObject(index); return (ReadOnlyArray) temp; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArray temp = (ReadOnlyArray) fleeceValueToObject(index); return temp; }']","['public ReadOnlyArrayInterface getArray(int index) { return (ReadOnlyArrayInterface) fleeceValueToObject(index); }', 'public ReadOnlyArrayInterface getArray(int index) { return ReadOnlyArrayInterface.getInstance(index); }', 'public ReadOnlyArrayInterface getArray(int index) { return ReadOnlyArrayInterface.getInstance(fleeceValueToObject(index)); }', 'public ReadOnlyArrayInterface getArray(int index) { return (ReadOnlyArrayInterface) fleeceValueToObject(index); }', 'public ReadOnlyArrayInterface getArray(int index) { return ReadOnlyArrayInterface.getInstance(fleeceValueToObject(index)); }', 'public ReadOnlyArrayInterface getArray(int index) { return (ReadOnlyArrayInterface) fleeceValueToObject(index); }', 'public ReadOnlyArrayInterface getArray(int index) { return ReadOnlyArrayInterface.getInstance(fleeceValueToObject(index)); }', 'public ReadOnlyArrayInterface getArray(int index) { return (ReadOnlyArrayInterface) fleeceValueToObject(index); }', 'public ReadOnlyArrayInterface getArray(int index) { return ReadOnlyArrayInterface.getInstance(fleeceValueToObject(index)); }', 'public ReadOnlyArrayInterface getArray(int index) { return (ReadOnlyArrayInterface) fleeceValueToObject(index); }']","['public ReadOnlyArrayInterface getArray(int index) { \n    ReadOnlyArrayInterface returnValue = (ReadOnlyArrayInterface) fleeceValueToObject(index); \n    return returnValue; \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    return (ReadOnlyArrayInterface) fleeceValueToObject(index); \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    ReadOnlyArray returnValue = (ReadOnlyArray) fleeceValueToObject(index); \n    return returnValue; \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    return fleeceValueToObject(index); \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    ReadOnlyArrayInterface returnValue = fleeceValueToObject(index); \n    return returnValue; \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    return (ReadOnlyArrayInterface) fleeceValueToObject(index); \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    ReadOnlyArrayInterface returnValue = (ReadOnlyArrayInterface) fleeceValueToObject(index); \n    return (ReadOnlyArrayInterface) returnValue; \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    return (ReadOnlyArrayInterface) fleeceValueToObject(index); \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    ReadOnlyArrayInterface returnValue = fleeceValueToObject(index); \n    return (ReadOnlyArrayInterface) returnValue; \n}', 'public ReadOnlyArrayInterface getArray(int index) { \n    return fleeceValueToObject(index); \n}']","['public ReadOnlyArray getArray(int index) { ReadOnlyArray returnValue = (ReadOnlyArray) fleeceValueToObject(index); return returnValue; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArray returnValue = fleeceValueToObject(index); return returnValue; }', 'public ReadOnlyArray getArray(int index) { return fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArrayInterface returnValue = (ReadOnlyArray) fleeceValueToObject(index); return returnValue; }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArrayInterface returnValue = fleeceValueToObject(index); return (ReadOnlyArray) returnValue; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArray returnValue = (ReadOnlyArray) fleeceValueToObject(index); return (ReadOnlyArray) returnValue; }', 'public ReadOnlyArray getArray(int index) { ReadOnlyArrayInterface returnValue = fleeceValueToObject(index); return (ReadOnlyArray) returnValue; }', 'public ReadOnlyArray getArray(int index) { return (ReadOnlyArray) fleeceValueToObject(index); }']",True,False,False,True,False,False,False,False,0.0,0.03638962402527969,0.6434588841607617,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }']","['public String getRpmRevision() { String returnValue = return this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue =  this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue =  this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }']","['public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision;; return returnValue; }', 'public String getRpmRevision() { String returnValue =  this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue;; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision;; return returnValue; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision;; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision;; return returnValue;; }']","['public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }', 'public String getRpmRevision() { String returnValue = this.rpmRevision; return returnValue; }', 'public String getRpmRevision() { return this.rpmRevision; }']",False,False,True,False,True,True,False,True,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig, modules, configurationClass); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, modules); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, configurationClass); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig, modules); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig, configurationClass); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, modules, configurationClass); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig, modules, configurationClass, new ArrayList<Bundle>()); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }']","['public GuiceBundle<T> build() { GuiceBundle<T> returnValue = return build(Stage.PRODUCTION); return returnValue; }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = build(Stage.PRODUCTION); return returnValue; }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = build(Stage.PRODUCTION);  return returnValue; }', 'public GuiceBundle<T> build() {  return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = build(Stage.PRODUCTION); return returnValue; }', 'public GuiceBundle<T> build() {  GuiceBundle<T> returnValue = build(Stage.PRODUCTION); return returnValue; }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = build(Stage.PRODUCTION); return returnValue; }']","['public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); return returnValue; }', 'public GuiceBundle<T> build() { return new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue =  new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue = new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); }', 'public GuiceBundle<T> build() { GuiceBundle<T> returnValue =  new GuiceBundle<T>(Stage.PRODUCTION, autoConfig, modules, configurationClass); return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }']","['public GuiceBundle<T> build() { return build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return this.build(Stage.PRODUCTION); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig, modules, configurationClass); }', 'public GuiceBundle<T> build() { return this.build(Stage.PRODUCTION, autoConfig, modules, configurationClass); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, autoConfig); }', 'public GuiceBundle<T> build() { return this.build(Stage.PRODUCTION, autoConfig); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, modules); }', 'public GuiceBundle<T> build() { return this.build(Stage.PRODUCTION, modules); }', 'public GuiceBundle<T> build() { return build(Stage.PRODUCTION, configurationClass); }', 'public GuiceBundle<T> build() { return this.build(Stage.PRODUCTION, configurationClass); }']",False,False,False,False,True,True,True,True,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
