gpt-3.5-turbo_NullAssertCF_response,gpt-3.5-turbo_NullAssertCF_mitigation_response,gpt-3.5-turbo_NullAssertCF_inline_response,gpt-3.5-turbo_NullAssertCF_CoT_response,gpt-3.5-turbo_NullAssertCF_EXM,gpt-3.5-turbo_NullAssertCF_mitigation_EXM,gpt-3.5-turbo_NullAssertCF_inline_EXM,gpt-3.5-turbo_NullAssertCF_CoT_EXM,gpt-3.5-turbo_NullAssertCF_retrieval,gpt-3.5-turbo_NullAssertCF_mitigation_retrieval,gpt-3.5-turbo_NullAssertCF_inline_retrieval,gpt-3.5-turbo_NullAssertCF_CoT_retrieval,gpt-3.5-turbo_NullAssertCF_bleu,gpt-3.5-turbo_NullAssertCF_mitigation_bleu,gpt-3.5-turbo_NullAssertCF_inline_bleu,gpt-3.5-turbo_NullAssertCF_CoT_bleu
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}']","['public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount);\n    } \n}']","['public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        Assert.assertEquals(1, RuntimeExceptionOnOnlineListener.onOnlineCount); \n    } \n}']","['public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        assert(RuntimeExceptionOnOnlineListener.onOnlineCount == 1);\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            throw new AssertionError(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            throw new RuntimeException(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.err.println(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.println(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.print(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.printf(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.format(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.println(""onOnlineCount is not equal to 1"");\n        }\n    } \n}', 'public void startupShouldNotFailOnRuntimeExceptionOnlineListener() { \n    if (1 != RuntimeExceptionOnOnlineListener.onOnlineCount) { \n        if (RuntimeExceptionOnOnlineListener.onOnlineCount != 1) {\n            System.out.println(""onOnlineCount is not equal to 1"");\n        }\n    } \n}']",False,True,False,False,False,False,False,False,0.537284965911771,0.0,0.537284965911771,0.41113361690051975
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
"['public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }']","['public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }']","['public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    if (foo != or.simplify()) { \n        assertEquals(foo, or.simplify()); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (foo != simplifiedOr) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}', 'public void extractSingle() { \n    Or<String> or = new Or<>(new And<>(foo, bar), foo);\n    Or<String> simplifiedOr = or.simplify();\n    if (!foo.equals(simplifiedOr)) { \n        assertEquals(foo, simplifiedOr); \n    } \n}']","['public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<String>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<String>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<>(new And<>(foo,bar),foo).simplify()); } }', 'public void extractSingle() { if (foo != new Or<String>(new And<>(foo,bar),foo).simplify()) { assertEquals(foo,new Or<String>(new And<>(foo,bar),foo).simplify()); } }']",True,True,False,True,False,False,False,False,0.0,0.0,0.22131477988685874,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
,,,,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0
