T5_IfElseSwap_Org_EXM,LLaMaLoRa_IfElseSwap_Org_EXM,Llama3.3_70B_IfElseSwap_Org_EXM,gpt-3.5-turbo_IfElseSwap_Org_EXM,DeepSeek-V3_IfElseSwap_Org_EXM,IfElseSwap_org_pert_tokenEdit,IfElseSwap_pert_fix_tokenEdit,IfElseSwap_Pert_length,IfElseSwap_pos,IfElseSwap_Wpert_dist,IfElseSwap_pert_dist,IfElseSwap_org_tgt_tokenEdit,T5_EqualAssert_Org_EXM,LLaMaLoRa_EqualAssert_Org_EXM,Llama3.3_70B_EqualAssert_Org_EXM,gpt-3.5-turbo_EqualAssert_Org_EXM,DeepSeek-V3_EqualAssert_Org_EXM,EqualAssert_org_pert_tokenEdit,EqualAssert_pert_fix_tokenEdit,EqualAssert_Pert_length,EqualAssert_pos,EqualAssert_Wpert_dist,EqualAssert_pert_dist,EqualAssert_org_tgt_tokenEdit,T5_NullAssert_Org_EXM,LLaMaLoRa_NullAssert_Org_EXM,Llama3.3_70B_NullAssert_Org_EXM,gpt-3.5-turbo_NullAssert_Org_EXM,DeepSeek-V3_NullAssert_Org_EXM,NullAssert_org_pert_tokenEdit,NullAssert_pert_fix_tokenEdit,NullAssert_Pert_length,NullAssert_pos,NullAssert_Wpert_dist,NullAssert_pert_dist,NullAssert_org_tgt_tokenEdit,T5_TrueFalseAssert_Org_EXM,LLaMaLoRa_TrueFalseAssert_Org_EXM,Llama3.3_70B_TrueFalseAssert_Org_EXM,gpt-3.5-turbo_TrueFalseAssert_Org_EXM,DeepSeek-V3_TrueFalseAssert_Org_EXM,TrueFalseAssert_org_pert_tokenEdit,TrueFalseAssert_pert_fix_tokenEdit,TrueFalseAssert_Pert_length,TrueFalseAssert_pos,TrueFalseAssert_Wpert_dist,TrueFalseAssert_pert_dist,TrueFalseAssert_org_tgt_tokenEdit,T5_DeadException_Org_EXM,LLaMaLoRa_DeadException_Org_EXM,Llama3.3_70B_DeadException_Org_EXM,gpt-3.5-turbo_DeadException_Org_EXM,DeepSeek-V3_DeadException_Org_EXM,DeadException_org_pert_tokenEdit,DeadException_pert_fix_tokenEdit,DeadException_Pert_length,DeadException_pos,DeadException_Wpert_dist,DeadException_pert_dist,DeadException_org_tgt_tokenEdit,T5_DeadVariable_Org_EXM,LLaMaLoRa_DeadVariable_Org_EXM,Llama3.3_70B_DeadVariable_Org_EXM,gpt-3.5-turbo_DeadVariable_Org_EXM,DeepSeek-V3_DeadVariable_Org_EXM,DeadVariable_org_pert_tokenEdit,DeadVariable_pert_fix_tokenEdit,DeadVariable_Pert_length,DeadVariable_pos,DeadVariable_Wpert_dist,DeadVariable_pert_dist,DeadVariable_org_tgt_tokenEdit,T5_TryNcatchWrapper_Org_EXM,LLaMaLoRa_TryNcatchWrapper_Org_EXM,Llama3.3_70B_TryNcatchWrapper_Org_EXM,gpt-3.5-turbo_TryNcatchWrapper_Org_EXM,DeepSeek-V3_TryNcatchWrapper_Org_EXM,TryNcatchWrapper_org_pert_tokenEdit,TryNcatchWrapper_pert_fix_tokenEdit,TryNcatchWrapper_Pert_length,TryNcatchWrapper_pos,TryNcatchWrapper_Wpert_dist,TryNcatchWrapper_pert_dist,TryNcatchWrapper_org_tgt_tokenEdit,T5_IndependentLineSwap_Org_EXM,LLaMaLoRa_IndependentLineSwap_Org_EXM,Llama3.3_70B_IndependentLineSwap_Org_EXM,gpt-3.5-turbo_IndependentLineSwap_Org_EXM,DeepSeek-V3_IndependentLineSwap_Org_EXM,IndependentLineSwap_org_pert_tokenEdit,IndependentLineSwap_pert_fix_tokenEdit,IndependentLineSwap_Pert_length,IndependentLineSwap_pos,IndependentLineSwap_Wpert_dist,IndependentLineSwap_pert_dist,IndependentLineSwap_org_tgt_tokenEdit,T5_ReturnViaVariable_Org_EXM,LLaMaLoRa_ReturnViaVariable_Org_EXM,Llama3.3_70B_ReturnViaVariable_Org_EXM,gpt-3.5-turbo_ReturnViaVariable_Org_EXM,DeepSeek-V3_ReturnViaVariable_Org_EXM,ReturnViaVariable_org_pert_tokenEdit,ReturnViaVariable_pert_fix_tokenEdit,ReturnViaVariable_Pert_length,ReturnViaVariable_pos,ReturnViaVariable_Wpert_dist,ReturnViaVariable_pert_dist,ReturnViaVariable_org_tgt_tokenEdit,T5_defUseBreak_Org_EXM,LLaMaLoRa_defUseBreak_Org_EXM,Llama3.3_70B_defUseBreak_Org_EXM,gpt-3.5-turbo_defUseBreak_Org_EXM,DeepSeek-V3_defUseBreak_Org_EXM,defUseBreak_org_pert_tokenEdit,defUseBreak_pert_fix_tokenEdit,defUseBreak_Pert_length,defUseBreak_pos,defUseBreak_Wpert_dist,defUseBreak_pert_dist,defUseBreak_org_tgt_tokenEdit,T5_DataType_Org_EXM,LLaMaLoRa_DataType_Org_EXM,Llama3.3_70B_DataType_Org_EXM,gpt-3.5-turbo_DataType_Org_EXM,DeepSeek-V3_DataType_Org_EXM,DataType_org_pert_tokenEdit,DataType_pert_fix_tokenEdit,DataType_Pert_length,DataType_pos,DataType_Wpert_dist,DataType_pert_dist,DataType_org_tgt_tokenEdit,T5_RandomNames_Org_EXM,LLaMaLoRa_RandomNames_Org_EXM,Llama3.3_70B_RandomNames_Org_EXM,gpt-3.5-turbo_RandomNames_Org_EXM,DeepSeek-V3_RandomNames_Org_EXM,RandomNames_org_pert_tokenEdit,RandomNames_pert_fix_tokenEdit,RandomNames_Pert_length,RandomNames_pos,RandomNames_Wpert_dist,RandomNames_pert_dist,RandomNames_org_tgt_tokenEdit,T5_ShuffleNames_Org_EXM,LLaMaLoRa_ShuffleNames_Org_EXM,Llama3.3_70B_ShuffleNames_Org_EXM,gpt-3.5-turbo_ShuffleNames_Org_EXM,DeepSeek-V3_ShuffleNames_Org_EXM,ShuffleNames_org_pert_tokenEdit,ShuffleNames_pert_fix_tokenEdit,ShuffleNames_Pert_length,ShuffleNames_pos,ShuffleNames_Wpert_dist,ShuffleNames_pert_dist,ShuffleNames_org_tgt_tokenEdit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,12.0,3.0,23.0,Before,4.0,4.0,3.0,False,False,,,,9.0,3.0,20.0,Before,4.0,4.0,3.0,False,False,,,,6.0,3.0,17.0,Surrounding,1.5,2.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,8.0,10.0,19.0,Before,1.0,1.0,2.0,,,,,,,,,,,,,False,True,True,True,False,12.0,2.0,23.0,Before,1.0,1.0,2.0,False,True,False,True,False,9.0,2.0,20.0,Before,1.0,1.0,2.0,False,True,True,True,True,6.0,2.0,17.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,False,12.0,4.0,40.0,After,1.0,1.0,4.0,False,True,,,False,9.0,4.0,37.0,After,1.0,1.0,4.0,False,True,,,False,6.0,4.0,34.0,After,16.83,10.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,False,13.0,4.0,39.0,After,13.31,20.5,4.0,,,,,,,,,,,,,True,True,,,False,7.0,4.0,28.0,Overlap-After,9.14,8.33,4.0,True,True,,,False,5.0,4.0,28.0,Overlap-After,9.6,9.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,10.0,3.0,45.0,Overlap-Both,8.08,8.08,3.0,True,,,,,7.0,3.0,45.0,Overlap-Both,5.89,5.25,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,,False,12.0,4.0,22.0,Before,6.0,6.0,4.0,False,True,True,,False,9.0,4.0,19.0,Before,6.0,6.0,4.0,False,True,True,,True,6.0,4.0,16.0,Surrounding,1.83,3.5,4.0,,,,,,,,,,,,,False,True,True,,False,5.0,4.0,14.0,Surrounding,3.4,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,12.0,1.0,33.0,Before,1.0,1.0,1.0,True,,True,True,True,9.0,1.0,30.0,Before,1.0,1.0,1.0,True,,True,True,True,6.0,1.0,27.0,Surrounding,1.0,1.0,1.0,,,,,,,,,,,,,False,,True,True,True,8.0,1.0,28.0,Surrounding,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,2.0,1.0,21.0,Overlap-Before,0.5,0.5,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,12.0,2.0,29.0,Before,1.0,1.0,2.0,False,False,True,True,True,9.0,2.0,26.0,Before,1.0,1.0,2.0,False,True,True,True,True,6.0,2.0,23.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,2.0,2.0,17.0,Before,2.0,2.0,2.0,True,True,True,True,True,2.0,2.0,17.0,Before,2.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,12.0,3.0,40.0,Overlap-After,0.0,0.0,3.0,True,True,True,False,False,9.0,3.0,37.0,Overlap-After,0.0,0.0,3.0,True,False,True,True,True,6.0,3.0,34.0,Overlap-Both,3.12,1.25,3.0,,,,,,,,,,,,,True,True,True,True,True,5.0,3.0,32.0,Surrounding,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,4.0,3.0,28.0,Overlap-Both,1.8,1.8,3.0,False,True,True,True,True,4.0,3.0,28.0,Overlap-Both,1.8,1.8,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,6.0,29.0,Before,1.0,1.0,6.0,True,True,True,True,True,9.0,6.0,26.0,Before,1.0,1.0,6.0,True,True,True,True,True,6.0,6.0,23.0,Surrounding,1.0,1.0,6.0,,,,,,,,,,,,,False,False,True,True,True,5.0,6.0,21.0,Surrounding,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,3.0,6.0,17.0,Overlap-Before,0.33,0.33,6.0,,,,,,,,,,,,
,,,,,,,,,,,,False,False,False,False,False,0.0,9.0,29.0,Overlap-Both,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,12.0,7.0,41.0,Before,1.0,1.0,7.0,False,False,False,False,True,9.0,7.0,38.0,Before,1.0,1.0,7.0,False,False,True,True,True,6.0,7.0,35.0,Surrounding,1.83,1.5,7.0,,,,,,,,,,,,,True,False,True,True,True,5.0,11.0,33.0,Overlap-Both,0.83,0.67,7.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,8.0,7.0,29.0,Overlap-Both,2.38,2.83,7.0,True,False,True,False,True,8.0,7.0,29.0,Overlap-Both,2.14,2.25,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,36.0,2.0,78.0,Surrounding,21.33,21.33,2.0,True,,,,,27.0,2.0,69.0,Surrounding,20.33,20.33,2.0,True,,,,,6.0,2.0,48.0,Surrounding,23.67,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,6.0,2.0,47.0,Surrounding,1.83,1.5,2.0,,,,,,,,,,,,,False,,,,,9.0,2.0,42.0,Overlap-Both,9.78,9.78,2.0,False,,,,,9.0,2.0,42.0,Overlap-Both,9.78,10.25,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,12.0,1.0,50.0,Before,3.0,3.0,1.0,True,True,,,,9.0,1.0,47.0,Before,3.0,3.0,1.0,True,True,,,,6.0,1.0,44.0,Surrounding,23.83,15.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,3.0,1.0,38.0,Surrounding,10.0,10.0,1.0,,,,,,,,,,,,
True,True,False,True,False,2.0,4.0,30.0,After,8.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,12.0,4.0,40.0,Before,3.0,3.0,4.0,True,True,True,True,False,9.0,4.0,37.0,Before,3.0,3.0,4.0,True,True,True,False,False,6.0,4.0,34.0,Surrounding,14.67,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,8.0,4.0,28.0,Overlap-Both,5.12,5.12,4.0,True,True,True,False,False,8.0,4.0,28.0,Overlap-Both,4.88,5.43,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,12.0,2.0,29.0,Before,8.0,8.0,2.0,True,,,,,9.0,2.0,26.0,Before,8.0,8.0,2.0,True,,,,,6.0,2.0,23.0,Surrounding,2.17,4.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,8.0,2.0,24.0,Overlap-Before,0.88,0.5,2.0,,,,,,,,,,,,,True,,,,,2.0,2.0,17.0,Overlap-Before,3.0,3.0,2.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,12.0,6.0,29.0,Before,1.0,1.0,6.0,False,False,True,True,True,9.0,6.0,26.0,Before,1.0,1.0,6.0,False,False,True,True,True,6.0,6.0,23.0,Surrounding,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,2.0,6.0,17.0,Before,4.0,4.0,6.0,True,True,True,True,True,2.0,6.0,17.0,Before,4.0,4.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,1.0,37.0,Before,2.0,2.0,1.0,False,True,True,True,True,9.0,1.0,34.0,Before,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,6.0,1.0,25.0,Overlap-Both,2.86,4.0,1.0,True,True,True,True,True,4.0,1.0,25.0,Overlap-Both,1.5,1.5,1.0
True,,,,,4.0,5.0,46.0,Overlap-After,4.75,4.75,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,14.0,5.0,56.0,Overlap-After,4.29,1.67,5.0,True,,,,,11.0,5.0,53.0,Overlap-After,4.09,1.67,5.0,True,,,,,8.0,5.0,50.0,Overlap-After,23.12,10.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,8.0,5.0,49.0,Overlap-After,15.25,11.5,5.0,True,,,,,1.0,5.0,44.0,After,4.0,4.0,5.0,True,,,,,10.0,5.0,44.0,Overlap-After,12.5,12.5,5.0,True,,,,,10.0,5.0,44.0,Overlap-After,12.3,11.22,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,12.0,5.0,28.0,Before,1.0,1.0,5.0,False,False,False,,True,9.0,5.0,25.0,Before,1.0,1.0,5.0,False,True,True,,True,6.0,5.0,22.0,Surrounding,4.33,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,5.0,10.0,20.0,Overlap-After,0.4,1.0,5.0,,,,,,,,,,,,,False,False,False,,True,4.0,5.0,16.0,Overlap-Both,1.75,1.75,5.0,False,True,False,,True,0.0,5.0,16.0,Overlap-Both,0.0,0.0,5.0
,,,,,,,,,,,,False,True,True,,True,15.0,1.0,50.0,Surrounding,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,,False,12.0,1.0,47.0,Before,1.0,1.0,1.0,False,True,True,,False,9.0,1.0,44.0,Before,1.0,1.0,1.0,False,False,True,,True,6.0,1.0,41.0,Surrounding,17.67,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,False,11.0,1.0,35.0,Overlap-Both,8.36,7.0,1.0,True,True,True,,True,7.0,1.0,35.0,Overlap-Both,6.67,7.2,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,False,12.0,1.0,41.0,Before,1.0,1.0,1.0,False,False,,,True,9.0,1.0,38.0,Before,1.0,1.0,1.0,False,True,,,True,6.0,1.0,35.0,Surrounding,16.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,True,9.0,1.0,37.0,After,11.56,17.0,1.0,,,,,,,,,,,,,True,True,,,True,7.0,1.0,29.0,Overlap-Both,8.14,8.14,1.0,True,True,,,True,7.0,1.0,29.0,Overlap-Both,8.14,8.14,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,12.0,6.0,36.0,After,1.0,1.0,6.0,False,False,False,False,False,9.0,6.0,33.0,After,1.0,1.0,6.0,False,False,False,False,False,6.0,6.0,30.0,After,6.0,4.0,6.0,,,,,,,,,,,,,False,True,True,True,True,8.0,6.0,31.0,After,3.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,4.0,6.0,24.0,Overlap-After,1.5,1.0,6.0,True,False,True,True,True,4.0,6.0,24.0,Overlap-After,1.0,1.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,6.0,0.0,22.0,Overlap-Both,2.0,2.0,0.0,True,True,True,True,True,7.0,0.0,22.0,Surrounding,0.56,1.67,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,0.0,26.0,Before,1.0,1.0,0.0,False,False,True,True,True,9.0,0.0,23.0,Before,1.0,1.0,0.0,True,True,True,True,True,6.0,0.0,20.0,Surrounding,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,3.0,0.0,14.0,Inside,0.0,0.0,0.0,True,True,True,True,True,0.0,0.0,14.0,Overlap-Both,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,,12.0,4.0,22.0,Before,1.0,1.0,4.0,True,False,True,True,,9.0,4.0,19.0,Before,1.0,1.0,4.0,True,True,True,True,,6.0,4.0,16.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,False,False,False,True,,5.0,4.0,14.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,12.0,2.0,19.0,After,1.0,1.0,2.0,False,,,False,,9.0,2.0,16.0,After,1.0,1.0,2.0,False,,,True,,6.0,2.0,13.0,After,3.5,2.5,2.0,,,,,,,,,,,,,False,,,False,,5.0,2.0,11.0,After,2.0,3.5,2.0,,,,,,,,,,,,,True,,,True,,1.0,2.0,7.0,Inside,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,True,12.0,12.0,43.0,Before,14.0,14.0,12.0,False,True,False,,True,9.0,12.0,40.0,Before,14.0,14.0,12.0,False,True,False,,True,6.0,12.0,37.0,Surrounding,4.83,8.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,14.0,25.0,44.0,Surrounding,1.07,1.5,12.0,,,,,,,,,,,,,True,True,True,,True,6.0,12.0,31.0,Overlap-Both,5.43,6.33,12.0,True,True,True,,True,6.0,12.0,31.0,Surrounding,3.67,4.75,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,False,True,,12.0,1.0,23.0,After,1.0,1.0,1.0,True,,False,True,,9.0,1.0,20.0,After,1.0,1.0,1.0,True,,True,True,,6.0,1.0,17.0,After,4.33,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,,2.0,1.0,11.0,Overlap-After,1.5,1.5,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,7.0,43.0,Before,1.0,1.0,7.0,False,False,True,True,True,9.0,7.0,40.0,Before,1.0,1.0,7.0,False,True,True,True,True,6.0,7.0,37.0,Surrounding,11.83,7.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,2.0,7.0,31.0,Overlap-Before,0.5,0.5,7.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,12.0,6.0,36.0,Before,10.0,10.0,6.0,True,False,True,,True,9.0,6.0,33.0,Before,10.0,10.0,6.0,True,True,True,,True,6.0,6.0,30.0,Surrounding,2.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,4.0,6.0,24.0,Overlap-Before,5.75,5.75,6.0,,,,,,,,,,,,
False,,False,True,False,2.0,23.0,63.0,Before,13.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,12.0,4.0,73.0,Before,16.0,16.0,4.0,False,,True,True,True,9.0,4.0,70.0,Before,16.0,16.0,4.0,False,,True,True,True,6.0,4.0,67.0,Surrounding,31.83,25.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,8.0,4.0,68.0,After,10.62,15.5,4.0,,,,,,,,,,,,,False,,False,True,True,10.0,4.0,61.0,Surrounding,14.7,14.7,4.0,True,,True,True,True,12.0,4.0,61.0,Surrounding,14.25,13.82,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,2.0,23.0,Before,1.0,1.0,2.0,False,False,True,True,True,9.0,2.0,20.0,Before,1.0,1.0,2.0,True,True,True,True,True,6.0,6.0,17.0,Surrounding,2.67,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,2.0,53.0,Before,1.0,1.0,2.0,False,True,True,True,True,9.0,2.0,50.0,Before,1.0,1.0,2.0,False,True,True,True,True,6.0,2.0,47.0,Surrounding,21.83,13.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,8.0,1.0,48.0,Overlap-Both,2.67,6.0,2.0,,,,,,,,,,,,,True,True,False,True,True,12.0,2.0,41.0,Overlap-Both,10.92,10.92,2.0,False,True,False,False,True,7.0,2.0,41.0,Overlap-Both,11.75,12.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,2.0,32.0,Before,1.0,1.0,2.0,False,,,,,9.0,2.0,29.0,Before,1.0,1.0,2.0,False,,,,,6.0,2.0,26.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,3.0,2.0,20.0,Overlap-Before,0.8,0.5,2.0,,,,,,,,,,,,
True,True,,,,14.0,6.0,30.0,Surrounding,3.25,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,12.0,6.0,41.0,Before,18.0,18.0,6.0,True,False,,,,9.0,6.0,38.0,Before,18.0,18.0,6.0,False,False,,,,6.0,6.0,35.0,Surrounding,3.83,9.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,4.0,6.0,29.0,Overlap-Before,6.75,6.75,6.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,24.0,7.0,57.0,Surrounding,11.0,11.0,7.0,False,,,,,18.0,7.0,51.0,Surrounding,11.0,11.0,7.0,False,,,,,6.0,7.0,39.0,Surrounding,13.5,12.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,5.0,11.0,37.0,Before,6.2,5.0,7.0,,,,,,,,,,,,,False,,,,,8.0,7.0,33.0,Overlap-Both,6.5,7.0,7.0,False,,,,,8.0,7.0,33.0,Overlap-Both,6.5,6.5,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,12.0,3.0,29.0,Before,8.0,8.0,3.0,False,True,False,False,False,9.0,3.0,26.0,Before,8.0,8.0,3.0,False,True,False,False,True,6.0,3.0,23.0,Surrounding,2.17,4.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,True,2.0,3.0,17.0,Overlap-Both,2.33,3.5,3.0,,,,,,,,,,,,
